Winner,0O_EPA/play,0O_Success Rate (SR),0O_Dropback EPA,0O_Dropback SR,0O_Rush EPA,0O_Rush SR,0D_EPA/play,0D_Success Rate (SR),0D_Dropback EPA,0D_Dropback SR,0D_Rush EPA,0D_Rush SR,1O_EPA/play,1O_Success Rate (SR),1O_Dropback EPA,1O_Dropback SR,1O_Rush EPA,1O_Rush SR,1D_EPA/play,1D_Success Rate (SR),1D_Dropback EPA,1D_Dropback SR,1D_Rush EPA,1D_Rush SR
1,0.068,0.495,0.157,0.536,-0.072,0.431,0.088,0.492,0.202,0.517,-0.103,0.449,-0.01,0.42,0.074,0.47,-0.164,0.329,-0.119,0.397,-0.109,0.404,-0.137,0.385
0,0.045,0.433,0.115,0.454,-0.07,0.398,-0.012,0.438,0.039,0.49,-0.113,0.333,-0.103,0.423,-0.066,0.458,-0.168,0.361,0.028,0.457,0.154,0.51,-0.119,0.395
1,0.138,0.481,0.216,0.498,-0.003,0.452,0.138,0.504,0.195,0.516,0.043,0.484,0.017,0.415,0.055,0.417,-0.045,0.412,-0.07,0.38,-0.046,0.384,-0.116,0.373
1,-0.18,0.389,-0.178,0.406,-0.185,0.351,0.107,0.456,0.189,0.5,-0.013,0.391,0.183,0.51,0.174,0.524,0.196,0.49,-0.024,0.462,-0.009,0.47,-0.056,0.445
0,0.15,0.484,0.28,0.514,-0.033,0.442,0.018,0.432,0.084,0.446,-0.095,0.408,0.028,0.441,0.067,0.453,-0.037,0.421,0.027,0.45,0.037,0.463,0.007,0.423
0,0.01,0.451,0.034,0.483,-0.021,0.41,0.042,0.454,0.08,0.464,-0.025,0.437,-0.012,0.415,-0.003,0.435,-0.025,0.386,0.101,0.476,0.236,0.535,-0.079,0.397
0,0.068,0.454,0.13,0.459,-0.024,0.448,0.023,0.467,0.081,0.493,-0.064,0.429,-0.009,0.449,-0.031,0.452,0.043,0.443,0.205,0.508,0.274,0.532,0.108,0.475
0,-0.088,0.437,-0.081,0.432,-0.102,0.446,-0.023,0.431,0,0.44,-0.049,0.42,0.085,0.462,0.188,0.507,-0.045,0.405,-0.041,0.417,-0.003,0.423,-0.108,0.406
0,-0.017,0.453,-0.007,0.473,-0.033,0.426,0.067,0.422,0.152,0.458,-0.057,0.372,0.15,0.484,0.28,0.514,-0.033,0.442,0.018,0.432,0.084,0.446,-0.095,0.408
0,0.005,0.454,0.042,0.479,-0.066,0.406,-0.037,0.42,-0.034,0.418,-0.042,0.422,-0.18,0.389,-0.178,0.406,-0.185,0.351,0.107,0.456,0.189,0.5,-0.013,0.391
1,-0.009,0.453,0.028,0.464,-0.064,0.435,0.036,0.465,0.061,0.474,0.002,0.453,0.112,0.457,0.279,0.532,-0.162,0.333,-0.029,0.455,0.023,0.482,-0.13,0.401
0,0.068,0.495,0.157,0.536,-0.072,0.431,0.088,0.492,0.202,0.517,-0.103,0.449,0.041,0.435,0.086,0.444,-0.028,0.422,0.148,0.48,0.148,0.479,0.148,0.481
1,0.183,0.51,0.174,0.524,0.196,0.49,-0.024,0.462,-0.009,0.47,-0.056,0.445,0.028,0.441,0.067,0.453,-0.037,0.421,0.027,0.45,0.037,0.463,0.007,0.423
0,0.017,0.415,0.055,0.417,-0.045,0.412,-0.07,0.38,-0.046,0.384,-0.116,0.373,-0.01,0.42,0.074,0.47,-0.164,0.329,-0.119,0.397,-0.109,0.404,-0.137,0.385
0,0.013,0.45,-0.002,0.444,0.036,0.46,-0.002,0.456,0.04,0.503,-0.093,0.351,-0.153,0.411,-0.086,0.449,-0.272,0.343,0.042,0.465,0.124,0.488,-0.079,0.431
1,-0.103,0.423,-0.066,0.458,-0.168,0.361,0.028,0.457,0.154,0.51,-0.119,0.395,0,0,0,0,0,0,0,0,0,0,0,0
1,0.162,0.489,0.235,0.516,0.011,0.435,0.003,0.456,0.019,0.477,-0.024,0.42,0.165,0.489,0.271,0.52,0.021,0.446,0.035,0.437,0,0.44,0.078,0.433
0,0.044,0.472,0.214,0.553,-0.132,0.389,-0.071,0.42,-0.012,0.443,-0.2,0.368,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.428,0.081,0.463,-0.168,0.354,0.037,0.486,0.106,0.514,-0.08,0.438,0.138,0.481,0.216,0.498,-0.003,0.452,0.138,0.504,0.195,0.516,0.043,0.484
1,-0.153,0.411,-0.086,0.449,-0.272,0.343,0.042,0.465,0.124,0.488,-0.079,0.431,0.017,0.415,0.055,0.417,-0.045,0.412,-0.07,0.38,-0.046,0.384,-0.116,0.373
1,-0.009,0.453,0.028,0.464,-0.064,0.435,0.036,0.465,0.061,0.474,0.002,0.453,0.183,0.51,0.174,0.524,0.196,0.49,-0.024,0.462,-0.009,0.47,-0.056,0.445
1,0.041,0.435,0.086,0.444,-0.028,0.422,0.148,0.48,0.148,0.479,0.148,0.481,0.068,0.454,0.13,0.459,-0.024,0.448,0.023,0.467,0.081,0.493,-0.064,0.429
1,0.165,0.489,0.271,0.52,0.021,0.446,0.035,0.437,0,0.44,0.078,0.433,-0.012,0.415,-0.003,0.435,-0.025,0.386,0.101,0.476,0.236,0.535,-0.079,0.397
0,0.01,0.451,0.034,0.483,-0.021,0.41,0.042,0.454,0.08,0.464,-0.025,0.437,-0.088,0.437,-0.081,0.432,-0.102,0.446,-0.023,0.431,0,0.44,-0.049,0.42
1,-0.165,0.345,-0.215,0.353,-0.073,0.332,-0.07,0.396,-0.004,0.444,-0.159,0.332,-0.062,0.435,-0.056,0.43,-0.072,0.442,0.094,0.42,0.191,0.448,-0.039,0.383
0,0.112,0.457,0.279,0.532,-0.162,0.333,-0.029,0.455,0.023,0.482,-0.13,0.401,0.045,0.433,0.115,0.454,-0.07,0.398,-0.012,0.438,0.039,0.49,-0.113,0.333
0,-0.103,0.423,-0.066,0.458,-0.168,0.361,0.028,0.457,0.154,0.51,-0.119,0.395,-0.017,0.453,-0.007,0.473,-0.033,0.426,0.067,0.422,0.152,0.458,-0.057,0.372
1,0.013,0.45,-0.002,0.444,0.036,0.46,-0.002,0.456,0.04,0.503,-0.093,0.351,-0.01,0.42,0.074,0.47,-0.164,0.329,-0.119,0.397,-0.109,0.404,-0.137,0.385
1,0,0.428,0.081,0.463,-0.168,0.354,0.037,0.486,0.106,0.514,-0.08,0.438,0.044,0.472,0.214,0.553,-0.132,0.389,-0.071,0.42,-0.012,0.443,-0.2,0.368
0,0.085,0.462,0.188,0.507,-0.045,0.405,-0.041,0.417,-0.003,0.423,-0.108,0.406,0,0,0,0,0,0,0,0,0,0,0,0
1,0.028,0.441,0.067,0.453,-0.037,0.421,0.027,0.45,0.037,0.463,0.007,0.423,0.005,0.454,0.042,0.479,-0.066,0.406,-0.037,0.42,-0.034,0.418,-0.042,0.422
0,0.044,0.431,0.114,0.445,-0.047,0.413,-0.036,0.439,0.021,0.439,-0.132,0.439,0.15,0.484,0.28,0.514,-0.033,0.442,0.018,0.432,0.084,0.446,-0.095,0.408
1,-0.062,0.435,-0.056,0.43,-0.072,0.442,0.094,0.42,0.191,0.448,-0.039,0.383,0.112,0.457,0.279,0.532,-0.162,0.333,-0.029,0.455,0.023,0.482,-0.13,0.401
0,-0.017,0.453,-0.007,0.473,-0.033,0.426,0.067,0.422,0.152,0.458,-0.057,0.372,-0.009,0.453,0.028,0.464,-0.064,0.435,0.036,0.465,0.061,0.474,0.002,0.453
1,0.045,0.433,0.115,0.454,-0.07,0.398,-0.012,0.438,0.039,0.49,-0.113,0.333,0.165,0.489,0.271,0.52,0.021,0.446,0.035,0.437,0,0.44,0.078,0.433
0,-0.01,0.42,0.074,0.47,-0.164,0.329,-0.119,0.397,-0.109,0.404,-0.137,0.385,-0.18,0.389,-0.178,0.406,-0.185,0.351,0.107,0.456,0.189,0.5,-0.013,0.391
0,0.068,0.454,0.13,0.459,-0.024,0.448,0.023,0.467,0.081,0.493,-0.064,0.429,-0.088,0.437,-0.081,0.432,-0.102,0.446,-0.023,0.431,0,0.44,-0.049,0.42
0,0.15,0.484,0.28,0.514,-0.033,0.442,0.018,0.432,0.084,0.446,-0.095,0.408,0.041,0.435,0.086,0.444,-0.028,0.422,0.148,0.48,0.148,0.479,0.148,0.481
1,-0.009,0.449,-0.031,0.452,0.043,0.443,0.205,0.508,0.274,0.532,0.108,0.475,0.028,0.441,0.067,0.453,-0.037,0.421,0.027,0.45,0.037,0.463,0.007,0.423
1,0.005,0.454,0.042,0.479,-0.066,0.406,-0.037,0.42,-0.034,0.418,-0.042,0.422,0.013,0.45,-0.002,0.444,0.036,0.46,-0.002,0.456,0.04,0.503,-0.093,0.351
0,0.068,0.495,0.157,0.536,-0.072,0.431,0.088,0.492,0.202,0.517,-0.103,0.449,0,0.428,0.081,0.463,-0.168,0.354,0.037,0.486,0.106,0.514,-0.08,0.438
0,0.01,0.451,0.034,0.483,-0.021,0.41,0.042,0.454,0.08,0.464,-0.025,0.437,-0.165,0.345,-0.215,0.353,-0.073,0.332,-0.07,0.396,-0.004,0.444,-0.159,0.332
1,0.162,0.489,0.235,0.516,0.011,0.435,0.003,0.456,0.019,0.477,-0.024,0.42,0.017,0.415,0.055,0.417,-0.045,0.412,-0.07,0.38,-0.046,0.384,-0.116,0.373
1,0.085,0.462,0.188,0.507,-0.045,0.405,-0.041,0.417,-0.003,0.423,-0.108,0.406,0.044,0.431,0.114,0.445,-0.047,0.413,-0.036,0.439,0.021,0.439,-0.132,0.439
0,0.138,0.481,0.216,0.498,-0.003,0.452,0.138,0.504,0.195,0.516,0.043,0.484,-0.153,0.411,-0.086,0.449,-0.272,0.343,0.042,0.465,0.124,0.488,-0.079,0.431
